"匿名答卷编号","提交时间（北京时间）","答卷综合得分率（%）","题号","题目编号","题目标题","素材模态","能力类型","选项形式","题目分值","本题候选情绪","用户选择情绪","用户情绪强度","标准情绪","标准情绪强度","是否看过素材","作答状态","标签得分率（%）","强度得分率（%）","单题综合得分率（%）","单题实得分","作答用时（秒）","修改次数"
"ZJ202608160520693C","2026-08-16 11:46:03","61.98","15","ITEM-00137","69","音频","情绪识别","多选题","4.50","惊喜｜爱｜轻视｜遗憾｜厌倦｜愁闷｜敌意｜内疚｜自满｜愤怒","敌意｜愤怒｜轻视","3｜4｜4","愤怒｜轻视","4｜4","是","已作答","80.00","100.00","88.00","3.96","27.91","8"
"ZJ202608160520693C","2026-08-16 11:46:03","61.98","16","ITEM-00073","107","图像","情绪识别","多选题","4.50","感动｜紧张｜自满｜轻松｜爱｜快乐｜怨恨｜渴望｜绝望｜崇拜","感动｜爱｜崇拜｜渴望","5｜3｜4｜3","感动｜爱","5｜5","否","已作答","66.67","75.00","70.00","3.15","20.74","11"
"ZJ202608160520693C","2026-08-16 11:46:03","61.98","17","ITEM-00150","86","视频","情绪推理","多选题","4.50","满足｜敌意｜希望｜不屑｜共情痛苦｜快乐｜困惑｜遗憾｜释然｜委屈","困惑","3","满足｜快乐","4｜3","否","已作答","0.00","0.00","0.00","0.00","48.66","4"
"ZJ202608160520693C","2026-08-16 11:46:03","61.98","18","ITEM-00009","7","音频","情绪识别","单选题","3.50","担忧｜怨恨｜冷静｜抑郁｜焦虑｜嫉妒｜惊讶｜紧张｜尴尬｜兴奋","紧张","4","紧张","2","否","已作答","100.00","50.00","80.00","2.80","22.51","5"
"ZJ202608160520693C","2026-08-16 11:46:03","61.98","19","ITEM-00105","2","音频","情绪推理","多选题","4.50","痛苦｜兴奋｜悲伤｜兴趣｜焦虑｜内疚｜委屈｜羞耻｜感动｜紧张","紧张","4","焦虑｜紧张｜内疚","4｜5｜4","否","已作答","50.00","25.00","40.00","1.80","42.89","3"
"ZJ202608160520693C","2026-08-16 11:46:03","61.98","20","ITEM-00115","39","图像","情绪识别","单选题","3.50","希望｜释然｜自豪｜惊讶｜满足｜感激｜感动｜平静｜震惊｜快乐","震惊","4","震惊","5","是","已作答","100.00","75.00","90.00","3.15","16.89","4"
"ZJ202608160520693C","2026-08-16 11:46:03","61.98","21","ITEM-00139","37","图像","情绪推理","多选题","4.50","敬畏｜释然｜烦躁｜焦虑｜自豪｜厌恶｜愉悦｜希望｜敌意｜冷静","自豪｜愉悦","3｜3","焦虑｜敬畏","3｜4","是","已作答","0.00","0.00","0.00","0.00","40.59","10"
"ZJ202608160520693C","2026-08-16 11:46:03","61.98","22","ITEM-00109","88","音频","情绪推理","多选题","4.50","快乐｜轻松｜厌恶｜厌倦｜自满｜希望｜共情痛苦｜敌意｜困惑｜释然","厌倦｜厌恶","3｜2","厌倦｜困惑","3｜3","否","已作答","50.00","50.00","50.00","2.25","54.62","8"
"ZJ202608160520693C","2026-08-16 11:46:03","61.98","23","ITEM-00059","15","文本","情绪识别","单选题","3.50","羞耻｜绝望｜自满｜焦虑｜惊讶｜崇拜｜希望｜嫉妒｜失望｜委屈","羞耻","5","羞耻","5","否","已作答","100.00","100.00","100.00","3.50","18.51","3"
"ZJ202608160520693C","2026-08-16 11:46:03","61.98","24","ITEM-00140","63","文本","情绪推理","多选题","4.50","惊喜｜紧张｜怀旧｜厌恶｜兴奋｜怨恨｜痛苦｜羡慕｜自豪｜绝望","兴奋｜惊喜｜自豪","4｜4｜2","惊喜｜兴奋","4｜4","否","已作答","80.00","100.00","88.00","3.96","16.64","8"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","1","ITEM-00098","1","视频","情绪推理","多选题","4.50","失望｜兴趣｜震惊｜自豪｜共情痛苦｜委屈｜满足｜烦躁｜感激｜渴望","共情痛苦","3","感激｜自豪｜满足","4｜3｜4","否","已作答","0.00","0.00","0.00","0.00","68.03","5"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","2","ITEM-00090","56","音频","情绪识别","多选题","4.50","内疚｜抑郁｜自满｜感动｜审美欣赏｜失望｜怨恨｜恐惧｜绝望｜平静","绝望","4","怨恨｜失望","5｜5","否","已作答","0.00","0.00","0.00","0.00","43.88","3"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","3","ITEM-00078","89","图像","情绪推理","多选题","4.50","自豪｜兴奋｜内疚｜蔑视｜悲伤｜委屈｜怨恨｜共情痛苦｜恐惧｜平静","悲伤","4","内疚｜悲伤","4｜3","否","已作答","66.67","37.50","55.00","2.47","19.24","3"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","4","ITEM-00019","12","视频","情绪识别","单选题","3.50","快乐｜厌恶｜烦躁｜渴望｜审美欣赏｜崇拜｜惊喜｜怨恨｜共情痛苦｜焦虑","烦躁","4","烦躁","4","否","已作答","100.00","100.00","100.00","3.50","30.92","3"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","5","ITEM-00052","94","图像","情绪识别","多选题","4.50","委屈｜不屑｜痛苦｜紧张｜惊讶｜释然｜满足｜绝望｜困惑｜崇拜","痛苦","4","绝望｜痛苦｜委屈","5｜5｜4","否","已作答","50.00","25.00","40.00","1.80","25.71","9"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","6","ITEM-00071","91","图像","情绪识别","多选题","4.50","蔑视｜惊讶｜冷静｜悲伤｜自满｜羡慕｜震惊｜失望｜自豪｜满足","震惊｜悲伤","2｜4","失望｜震惊","5｜5","否","已作答","50.00","12.50","35.00","1.57","37.74","9"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","7","ITEM-00123","8","音频","情绪识别","单选题","3.50","震惊｜兴趣｜感激｜兴奋｜爱｜愤怒｜嫉妒｜满足｜怨恨｜绝望","绝望","4","绝望","4","否","已作答","100.00","100.00","100.00","3.50","56.04","8"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","8","ITEM-00049","17","音频","情绪识别","单选题","3.50","抑郁｜烦躁｜渴望｜自满｜担忧｜羞耻｜敌意｜审美欣赏｜惊讶｜蔑视","渴望","3","敌意","4","否","已作答","0.00","0.00","0.00","0.00","38.10","2"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","9","ITEM-00108","59","音频","情绪推理","多选题","4.50","快乐｜感动｜嫉妒｜内疚｜悲伤｜恐惧｜痛苦｜惊讶｜抑郁｜兴趣","悲伤｜痛苦｜内疚","4｜4｜4","痛苦｜抑郁","4｜4","否","已作答","40.00","50.00","44.00","1.98","41.31","7"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","10","ITEM-00116","46","图像","情绪识别","单选题","3.50","怨恨｜审美欣赏｜悲伤｜平静｜失望｜感动｜释然｜震惊｜蔑视｜厌恶","悲伤","4","悲伤","5","否","已作答","100.00","75.00","90.00","3.15","20.71","3"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","11","ITEM-00141","67","文本","情绪推理","多选题","4.50","嫉妒｜焦虑｜惊讶｜烦躁｜愤怒｜自满｜怨恨｜失望｜渴望｜审美欣赏","愤怒｜焦虑｜自满","3｜5｜4","愤怒｜惊讶","4｜3","否","已作答","40.00","37.50","39.00","1.75","72.86","11"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","12","ITEM-00144","118","文本","情绪推理","单选题","3.50","失望｜快乐｜内疚｜担忧｜惊喜｜共情痛苦｜平静｜惊讶｜希望｜怨恨","担忧","4","失望","4","否","已作答","0.00","0.00","0.00","0.00","48.83","6"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","13","ITEM-00122","5","文本","情绪识别","单选题","3.50","羡慕｜惊喜｜厌倦｜烦躁｜内疚｜愤怒｜渴望｜平静｜蔑视｜嫉妒","嫉妒","4","羡慕","4","否","已作答","0.00","0.00","0.00","0.00","28.21","7"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","14","ITEM-00077","79","音频","情绪识别","多选题","4.50","自豪｜内疚｜冷静｜厌倦｜爱｜烦躁｜审美欣赏｜惊讶｜希望｜愤怒","烦躁｜厌倦","4｜4","烦躁｜厌倦","4｜4","否","已作答","100.00","100.00","100.00","4.50","25.29","5"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","15","ITEM-00097","82","文本","情绪识别","多选题","4.50","平静｜快乐｜感激｜恐惧｜兴趣｜自豪｜兴奋｜审美欣赏｜嫉妒｜轻松","快乐｜轻松","3｜3","轻松｜快乐","4｜4","否","已作答","100.00","75.00","90.00","4.05","69.35","5"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","16","ITEM-00150","86","视频","情绪推理","多选题","4.50","恐惧｜快乐｜满足｜烦躁｜轻松｜尴尬｜兴趣｜感动｜不屑｜遗憾","尴尬｜不屑","3｜3","满足｜快乐","4｜3","否","已作答","0.00","0.00","0.00","0.00","65.63","3"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","17","ITEM-00044","80","视频","情绪识别","多选题","4.50","平静｜烦躁｜紧张｜失望｜愤怒｜委屈｜惊讶｜尴尬｜愁闷｜轻松","紧张","5","紧张｜惊讶","4｜4","否","已作答","66.67","37.50","55.00","2.47","35.62","4"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","18","ITEM-00087","77","视频","情绪识别","多选题","4.50","悲伤｜愉悦｜羡慕｜怨恨｜满足｜愁闷｜兴奋｜惊喜｜震惊｜爱","愉悦｜兴奋｜惊喜｜震惊｜爱","4｜4｜5｜4｜5","兴奋｜爱｜惊喜","5｜5｜5","否","已作答","75.00","91.67","81.67","3.67","80.97","16"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","19","ITEM-00034","43","图像","情绪识别","单选题","3.50","不屑｜惊讶｜渴望｜痛苦｜爱｜怨恨｜希望｜感动｜困惑｜惊喜","希望","5","爱","5","否","已作答","0.00","0.00","0.00","0.00","13.65","5"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","20","ITEM-00105","2","音频","情绪推理","多选题","4.50","惊喜｜愁闷｜愤怒｜厌恶｜焦虑｜困惑｜兴趣｜内疚｜紧张｜渴望","愁闷｜焦虑｜内疚｜紧张","3｜4｜4｜5","焦虑｜紧张｜内疚","4｜5｜4","否","已作答","85.71","100.00","91.43","4.11","51.58","11"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","21","ITEM-00135","68","文本","情绪识别","多选题","4.50","自豪｜抑郁｜惊吓｜委屈｜不屑｜惊喜｜担忧｜怀旧｜好奇｜怨恨","惊吓｜不屑｜担忧","5｜5｜5","不屑｜惊吓","5｜4","否","已作答","80.00","87.50","83.00","3.73","36.80","11"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","22","ITEM-00128","100","图像","情绪识别","多选题","4.50","痛苦｜担忧｜尴尬｜期望｜愤怒｜感动｜委屈｜恐惧｜遗憾｜兴奋","感动｜兴奋","4｜4","兴奋｜期望","4｜4","否","已作答","50.00","50.00","50.00","2.25","30.81","5"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","23","ITEM-00002","6","视频","情绪推理","单选题","3.50","不屑｜惊喜｜崇拜｜感动｜羞耻｜希望｜愉悦｜痛苦｜感激｜冷静","感动","5","感动","3","否","已作答","100.00","50.00","80.00","2.80","47.05","6"
"ZJ20260816459772A7","2026-08-16 11:46:00","51.38","24","ITEM-00070","119","文本","情绪识别","多选题","4.50","自满｜愉悦｜抑郁｜困惑｜担忧｜嫉妒｜释然｜爱｜痛苦｜绝望","困惑｜痛苦","5｜4","困惑｜痛苦","4｜5","否","已作答","100.00","75.00","90.00","4.05","26.95","9"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","1","ITEM-00138","22","音频","情绪推理","多选题","4.50","担忧｜不屑｜希望｜爱｜悲伤｜惊讶｜可惜｜审美欣赏｜好奇｜绝望","不屑｜悲伤","4｜3","不屑｜可惜","4｜3","否","已作答","50.00","50.00","50.00","2.25","73.61","4"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","2","ITEM-00053","95","图像","情绪识别","多选题","4.50","好奇｜尴尬｜绝望｜震惊｜渴望｜悲伤｜委屈｜感动｜恐惧｜厌倦","绝望｜悲伤｜恐惧","5｜4｜3","悲伤｜委屈｜绝望","3｜3｜5","否","已作答","66.67","58.33","63.33","2.85","15.56","6"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","3","ITEM-00026","64","视频","情绪识别","单选题","3.50","怀旧｜审美欣赏｜悲伤｜好奇｜担忧｜愤怒｜焦虑｜内疚｜释然｜共情痛苦","悲伤","4","悲伤","5","否","已作答","100.00","75.00","90.00","3.15","47.04","4"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","4","ITEM-00149","60","视频","情绪推理","单选题","2.50","自豪｜担忧｜敌意｜羡慕｜内疚｜烦躁｜抑郁｜怨恨｜快乐｜好奇","担忧","4","担忧","4","否","已作答","100.00","100.00","100.00","2.50","62.84","3"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","5","ITEM-00101","55","视频","情绪推理","多选题","4.50","好奇｜紧张｜厌恶｜震惊｜焦虑｜尴尬｜兴趣｜嫉妒｜困惑｜羞耻","厌恶","4","尴尬｜困惑","4｜4","否","已作答","0.00","0.00","0.00","0.00","46.20","3"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","6","ITEM-00082","72","视频","情绪识别","多选题","4.50","焦虑｜烦躁｜释然｜恐惧｜感激｜失望｜紧张｜内疚｜轻松｜尴尬","恐惧","5","焦虑｜紧张","4｜5","否","已作答","0.00","0.00","0.00","0.00","54.46","3"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","7","ITEM-00111","31","图像","情绪识别","单选题","3.50","爱｜厌恶｜快乐｜轻松｜失望｜渴望｜紧张｜感激｜无奈｜兴奋","无奈","3","无奈","3","否","已作答","100.00","100.00","100.00","3.50","16.14","2"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","8","ITEM-00092","66","音频","情绪识别","多选题","4.50","惊讶｜平静｜内疚｜悲伤｜共情痛苦｜敌意｜抑郁｜困惑｜渴望｜痛苦","共情痛苦｜内疚","4｜5","内疚｜痛苦｜悲伤","5｜5｜5","否","已作答","40.00","33.33","37.33","1.68","50.14","5"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","9","ITEM-00146","118","文本","情绪识别","多选题","4.50","愉悦｜自豪｜羞耻｜失望｜惊喜｜渴望｜平静｜抑郁｜敌意｜烦躁","烦躁｜失望","4｜4","烦躁｜失望","4｜4","否","已作答","100.00","100.00","100.00","4.50","53.71","8"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","10","ITEM-00010","63","文本","情绪识别","多选题","4.50","焦虑｜惊喜｜兴奋｜共情痛苦｜恐惧｜嫉妒｜愤怒｜悲伤｜感激｜厌恶","兴奋｜惊喜","4｜5","惊喜｜兴奋","4｜4","否","已作答","100.00","87.50","95.00","4.28","14.51","5"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","11","ITEM-00050","92","图像","情绪识别","多选题","4.50","怨恨｜崇拜｜爱｜羡慕｜平静｜惊喜｜痛苦｜敌意｜自豪｜释然","怨恨｜痛苦｜敌意","5｜4｜3","敌意｜怨恨","5｜5","否","已作答","80.00","75.00","78.00","3.51","10.96","6"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","12","ITEM-00123","8","音频","情绪识别","单选题","3.50","愉悦｜希望｜绝望｜快乐｜释然｜敌意｜怨恨｜轻松｜焦虑｜羞耻","绝望","4","绝望","4","是","已作答","100.00","100.00","100.00","3.50","17.14","3"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","13","ITEM-00071","91","图像","情绪识别","多选题","4.50","遗憾｜愁闷｜平静｜厌倦｜失望｜委屈｜怀旧｜震惊｜尴尬｜崇拜","遗憾","4","失望｜震惊","5｜5","否","已作答","0.00","0.00","0.00","0.00","7.19","3"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","14","ITEM-00104","23","文本","情绪推理","单选题","3.50","悲伤｜兴趣｜共情痛苦｜兴奋｜恐惧｜惊喜｜厌恶｜嫉妒｜愤怒｜自满","兴奋","5","兴奋","5","否","已作答","100.00","100.00","100.00","3.50","11.04","6"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","15","ITEM-00102","57","视频","情绪推理","多选题","4.50","担忧｜崇拜｜痛苦｜共情痛苦｜爱｜好奇｜渴望｜困惑｜烦躁｜愤怒","愤怒｜困惑","5｜3","愤怒｜烦躁","5｜5","否","已作答","50.00","50.00","50.00","2.25","70.39","5"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","16","ITEM-00137","69","音频","情绪识别","多选题","4.50","蔑视｜悲伤｜抑郁｜愤怒｜委屈｜愁闷｜绝望｜恐惧｜焦虑｜轻视","委屈｜蔑视｜轻视","4｜3｜4","愤怒｜轻视","4｜4","是","已作答","40.00","50.00","44.00","1.98","29.16","6"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","17","ITEM-00084","78","音频","情绪推理","多选题","4.50","爱｜满足｜希望｜释然｜怨恨｜厌倦｜羞耻｜厌恶｜烦躁｜愁闷","厌恶｜烦躁","4｜5","羞耻｜烦躁","4｜5","否","已作答","50.00","50.00","50.00","2.25","24.79","6"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","18","ITEM-00045","2","音频","情绪识别","单选题","3.50","惊喜｜审美欣赏｜爱｜羡慕｜平静｜紧张｜自豪｜愉悦｜遗憾｜痛苦","紧张","4","紧张","3","否","已作答","100.00","75.00","90.00","3.15","48.92","4"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","19","ITEM-00139","37","图像","情绪推理","多选题","4.50","渴望｜绝望｜焦虑｜困惑｜敬畏｜紧张｜好奇｜共情痛苦｜羡慕｜兴奋","兴奋","4","焦虑｜敬畏","3｜4","否","已作答","0.00","0.00","0.00","0.00","20.62","3"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","20","ITEM-00114","38","图像","情绪识别","单选题","3.50","感动｜平静｜遗憾｜愉悦｜爱｜愤怒｜不屑｜满足｜怀旧｜崇拜","遗憾","4","遗憾","4","否","已作答","100.00","100.00","100.00","3.50","12.57","3"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","21","ITEM-00089","84","视频","情绪识别","多选题","4.50","同情｜愤怒｜爱｜烦躁｜悲伤｜好奇｜快乐｜担忧｜困惑｜厌恶","同情｜悲伤","4｜5","担忧｜同情｜悲伤","5｜4｜5","否","已作答","80.00","66.67","74.67","3.36","65.92","5"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","22","ITEM-00095","59","文本","情绪识别","多选题","4.50","震惊｜遗憾｜痛苦｜希望｜愁闷｜冷静｜爱｜绝望｜内疚｜好奇","遗憾｜痛苦｜内疚","4｜3｜5","内疚｜痛苦","5｜5","否","已作答","80.00","75.00","78.00","3.51","23.10","6"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","23","ITEM-00074","121","文本","情绪识别","单选题","3.50","担忧｜满足｜痛苦｜自豪｜渴望｜愤怒｜希望｜不屑｜怨恨｜羞耻","自豪","4","自豪","5","否","已作答","100.00","75.00","90.00","3.15","12.66","3"
"ZJ20260816B8EC7ADE","2026-08-16 11:45:38","61.23","24","ITEM-00141","67","文本","情绪推理","多选题","4.50","委屈｜担忧｜尴尬｜渴望｜自满｜愤怒｜惊讶｜平静｜轻松｜好奇","尴尬｜愤怒","3｜4","愤怒｜惊讶","4｜3","否","已作答","50.00","50.00","50.00","2.25","50.96","10"
"ZJ202608165738A5E3","2026-08-16 11:45:26","52.66","1","ITEM-00114","38","图像","情绪识别","单选题","3.50","震惊｜希望｜羡慕｜厌恶｜遗憾｜平静｜困惑｜失望｜痛苦｜委屈","困惑","4","遗憾","4","否","已作答","0.00","0.00","0.00","0.00","41.38","4"
"ZJ202608165738A5E3","2026-08-16 11:45:26","52.66","2","ITEM-00100","10","视频","情绪推理","多选题","4.50","得意｜崇拜｜痛苦｜敌意｜不屑｜渴望｜愤怒｜好奇｜绝望｜困惑","不屑｜得意","4｜3","不屑｜得意","4｜4","否","已作答","100.00","87.50","95.00","4.28","78.22","4"
